time,open,high,low,close
748272600,45.875,45.90625,45.75,45.8125
748531800,45.875,45.96875,45.4375,45.4375
748618200,45.5,45.5625,44.8125,45.28125
748704600,45.4375,45.71875,45.375,45.65625
748791000,45.78125,45.9375,45.71875,45.90625
748877400,45.84375,45.875,45.71875,45.78125
749136600,46.125,46.28125,46.125,46.28125
749223000,46.3125,46.3125,46.15625,46.1875
749309400,46.1875,46.3125,45.96875,46.03125
749395800,46.03125,46.125,45.84375,45.9375
749482200,45.875,46.21875,45.8125,46.15625
749741400,46.21875,46.21875,46.09375,46.21875
749827800,46.3125,46.3125,46,46.15625
749914200,46.1875,46.375,46.125,46.125
750000600,46.1875,46.1875,45.96875,46
750087000,46.125,46.15625,45.71875,46.0625
750346200,46.15625,46.25,46.15625,46.15625
750432600,46.21875,46.25,46.1875,46.21875
750519000,46.25,46.25,46.15625,46.21875
750605400,46.40625,46.8125,46.28125,46.8125
750691800,47.03125,47.15625,46.90625,47.0625
750951000,47.03125,47.03125,46.875,46.9375
751037400,46.875,46.96875,46.59375,46.59375
751123800,46.75,46.75,46.5625,46.65625
751210200,46.6875,46.6875,46.53125,46.59375
751296600,46.65625,46.84375,46.375,46.375
751555800,46.40625,46.5625,46.28125,46.5
751642200,46.46875,46.5,46.3125,46.46875
751728600,46.40625,46.53125,46.40625,46.5
751815000,46.5625,46.96875,46.5625,46.84375
751901400,46.8125,46.875,46.78125,46.84375
752164200,46.78125,47,46.78125,46.96875
752250600,46.90625,47,46.65625,46.9375
752337000,46.90625,46.90625,46.125,46.34375
752423400,46.34375,46.34375,45.8125,45.84375
752509800,45.71875,46.0625,45.53125,46.0625
752769000,46.09375,46.25,45.96875,46.125
752855400,46.4375,46.46875,46.125,46.15625
752941800,46.15625,46.5,46.03125,46.5
753028200,46.5,46.625,46.34375,46.375
753114600,46.46875,46.75,46.4375,46.59375
753373800,46.6875,46.6875,46.4375,46.5625
753460200,46.65625,46.8125,46.46875,46.78125
753546600,46.8125,46.8125,46.40625,46.53125
753633000,46.46875,46.5625,46.28125,46.40625
753719400,46.25,46.375,46.21875,46.3125
753978600,46.1875,46.21875,45.875,46.03125
754065000,46.28125,46.3125,46.03125,46.28125
754151400,46.40625,46.5,46.34375,46.46875
754324200,46.59375,46.59375,46.46875,46.5
754583400,46.625,46.71875,46.3125,46.3125
754669800,46.28125,46.5625,46.25,46.34375
754756200,46.59375,46.625,46.40625,46.40625
754842600,46.5,46.5625,46.40625,46.53125
754929000,46.5,46.71875,46.5,46.71875
755188200,46.78125,46.9375,46.78125,46.875
755274600,46.875,46.90625,46.78125,46.84375
755361000,46.84375,46.84375,46.78125,46.84375
755447400,46.84375,46.90625,46.625,46.6875
755533800,46.71875,46.71875,46.5,46.59375
755793000,46.59375,46.875,46.53125,46.875
755879400,46.90625,46.90625,46.53125,46.53125
755965800,46.59375,46.625,46.46875,46.46875
756052200,46.65625,46.65625,46.5625,46.625
756138600,46.40625,46.59375,46.375,46.5625
756397800,46.53125,46.65625,46.5,46.625
756484200,46.5625,46.5625,46.40625,46.46875
756570600,46.59375,46.8125,46.5,46.78125
756657000,46.75,46.84375,46.6875,46.75
757002600,46.75,47,46.75,47
757089000,46.96875,47.125,46.9375,47.09375
757175400,47.125,47.15625,47,47.03125
757261800,47,47,46.75,46.84375
757348200,46.9375,47,46.5625,46.59375
757607400,46.59375,46.65625,46.40625,46.46875
757693800,46.53125,46.65625,46.46875,46.65625
757780200,46.71875,46.78125,46.53125,46.75
757866600,46.8125,46.84375,46.6875,46.75
757953000,46.84375,47.0625,46.71875,47.03125
758212200,47.09375,47.59375,46.96875,47.59375
758298600,47.5625,47.5625,47.34375,47.5
758385000,47.53125,47.53125,47.1875,47.34375
758471400,47.21875,47.3125,47.15625,47.21875
758557800,47.375,47.5,47.375,47.40625
758817000,47.40625,47.46875,47.3125,47.40625
758903400,47.46875,47.53125,47.375,47.46875
758989800,47.40625,47.46875,47.25,47.34375
759076200,47.40625,47.5,47.375,47.46875
759162600,47.53125,47.53125,47.34375,47.375
759421800,47.34375,47.5625,47.1875,47.1875
759508200,47.21875,47.25,47.09375,47.1875
759594600,47.1875,47.34375,47.125,47.3125
759681000,47.40625,47.8125,47.34375,47.75
759767400,47.9375,48.03125,47.875,47.875
760026600,48.0625,48.3125,48,48.21875
760113000,48.15625,48.15625,47.90625,47.96875
760199400,48.125,48.28125,48.09375,48.28125
760285800,48.1875,48.1875,47.90625,48.0625
760372200,48.0625,48.125,46.96875,46.96875
760631400,46.84375,47.3125,46.84375,47.1875
760717800,47.28125,47.28125,47.03125,47.21875
760804200,47.25,47.4375,47.1875,47.40625
760890600,47.375,47.40625,47,47
760977000,47.03125,47.28125,46.8125,47.15625
761236200,47.0625,47.375,47,47.21875
761322600,47.3125,47.5,47.25,47.46875
761409000,47.53125,47.53125,47.34375,47.4375
761495400,47.65625,47.6875,47.03125,47.15625
761581800,47.1875,47.21875,46.75,46.875
761927400,47,47.34375,47,47.34375
762013800,47.40625,47.4375,47.0625,47.21875
762100200,47.0625,47.0625,46.5625,46.59375
762186600,46.65625,46.8125,46.5625,46.8125
762445800,46.9375,47.0625,46.8125,46.8125
762532200,46.8125,46.90625,46.375,46.625
762618600,46.0625,46.6875,45.9375,46.6875
762705000,46.625,46.625,46.4375,46.5625
762791400,46.5625,46.8125,46.40625,46.6875
763050600,46.875,47,46.875,46.9375
763137000,46.96875,46.96875,46.6875,46.75
763223400,46.8125,47,46.59375,46.96875
763309800,46.96875,46.96875,46.46875,46.59375
763396200,46.6875,46.90625,46.4375,46.84375
763655400,47.03125,47.03125,46.84375,46.90625
763741800,47.03125,47.125,46.84375,46.875
763828200,46.96875,47.25,46.8125,47.25
763914600,47.09375,47.3125,47.09375,47.25
764001000,46.75,47.03125,46.71875,46.96875
764260200,46.8125,46.9375,46.71875,46.84375
764346600,46.84375,47.0625,46.75,46.96875
764433000,46.9375,47.0625,46.90625,46.9375
764519400,46.75,46.84375,46.15625,46.375
764605800,46.40625,46.53125,45.9375,45.9375
764865000,46,46.0625,45.59375,46
764951400,46,46.03125,45.09375,45.09375
765037800,45.125,45.25,44.46875,44.46875
765124200,44.46875,44.6875,43.53125,44.59375
765466200,43.34375,44.03125,43.34375,43.90625
765552600,44.34375,44.8125,44.34375,44.8125
765639000,44.875,44.90625,44.5,44.8125
765725400,44.78125,45.125,44.53125,45.03125
765811800,44.9375,44.9375,44.46875,44.6875
766071000,44.8125,45.0625,44.70312,44.875
766157400,44.92187,45,44.71875,44.8125
766243800,44.79687,44.90625,44.25,44.578
766330200,44.5,44.82812,44.40625,44.59375
766416600,44.57812,44.78125,44.51562,44.59375
766675800,44.64062,44.76562,44.15625,44.29687
766762200,44.25,44.53125,43.98437,44.35937
766848600,44.40625,44.51562,44.07812,44.3125
766935000,44.5,44.96875,44.34375,44.90625
767021400,45.01562,45.04687,44.73437,44.85937
767280600,44.84375,45.35937,44.84375,45.32812
767367000,45.26562,45.34375,45.1875,45.28125
767539800,45.1875,45.25,44.8125,44.95312
767626200,44.875,45.15625,44.8125,45.09375
767885400,45.09375,45.71875,44.9375,45.375
767971800,45.39062,45.40625,45.0625,45.32812
768058200,45.42187,45.42187,45.07812,45.25
768144600,45.29687,45.375,45.1875,45.1875
768231000,44.96875,44.96875,44.59375,44.75
768490200,44.625,44.75,44.28125,44.35937
768576600,44.57812,44.84375,44.54687,44.70312
768663000,44.65625,44.71875,44.17187,44.29687
768749400,44.57812,44.625,44.40625,44.51562
768835800,44.64062,44.64062,44.29687,44.51562
769095000,44.60937,44.75,44.51562,44.53125
769181400,44.5625,45.1875,44.5,45.1875
769267800,45.21875,45.6875,45.01562,45.51562
769354200,45.42187,45.85937,45.42187,45.73437
769440600,45.65625,45.6875,45.5,45.5625
769699800,45.51562,45.53125,45.34375,45.48437
769786200,45.60937,45.84375,45.60937,45.67187
769872600,45.5,45.82812,45.34375,45.79687
769959000,45.78125,45.9375,45.73437,45.82812
770045400,45.75,45.875,45.67187,45.875
770391000,45.73437,45.90625,45.65625,45.8125
770477400,45.70312,46.01562,45.5625,46.01562
770563800,46.04687,46.04687,45.89062,45.96875
770650200,46,46.39062,45.85937,46.23437
770909400,46.32812,46.46875,46.1875,46.21875
770995800,46.14062,46.21875,46.03125,46.15625
771082200,46.26562,46.26562,45.78125,45.78125
771168600,45.98437,46.03125,45.89062,46.03125
771255000,46.07812,46.20312,46.07812,46.10937
771514200,46.04687,46.1875,46.03125,46.17187
771600600,46.3125,46.54687,46.3125,46.53125
771687000,46.54687,46.5625,46.3125,46.34375
771773400,46.34375,46.46875,46.29687,46.4375
771859800,46.15625,46.20312,45.8125,45.875
772119000,45.54687,45.625,45.4375,45.48437
772205400,45.45312,45.45312,44.90625,45.09375
772291800,45.21875,45.42187,45.17187,45.26562
772378200,45.34375,45.40625,44.9375,45
772464600,44.78125,44.78125,44,44.0625
772723800,44.23437,44.82812,44.01562,44.82812
772810200,44.84375,44.84375,44.25,44.60937
772896600,44.67187,45.01562,44.625,44.75
772983000,44.82812,44.84375,44.3125,44.46875
773069400,44.6875,44.6875,44.375,44.5625
773415000,44.65625,44.85937,44.51562,44.79687
773501400,44.625,44.8125,44.46875,44.73437
773587800,44.73437,44.92187,44.6875,44.92187
773674200,44.64062,44.98437,44.625,44.90625
773933400,44.9375,45.01562,44.53125,44.75
774019800,44.76562,44.82812,44.51562,44.8125
774106200,44.82812,45.03125,44.82812,44.89062
774192600,45.10937,45.46875,45.07812,45.375
774279000,45.34375,45.48437,45.32812,45.39062
774538200,45.39062,45.57812,45.39062,45.46875
774624600,45.54687,45.5625,45.375,45.375
774711000,45.40625,45.40625,45.0625,45.17187
774797400,45.17187,45.29687,45.07812,45.26562
774883800,45.375,45.40625,45.25,45.34375
775143000,45.35937,45.45312,45.3125,45.40625
775229400,45.39062,45.42187,45.3125,45.35937
775315800,45.35937,45.35937,45.17187,45.35937
775402200,45.35937,45.57812,45.35937,45.45312
775488600,45.76562,46.04687,45.75,45.90625
